Review,Date,Rate
"Easiest experience, great communication, very reasonable offer!  Driver arrived to pick up, right on time.  Car engine was dead, and the price I got was better than expected!",04 janvier 2020,5
Everyone was awesome and honest... everything went well,04 janvier 2020,5
"Great experience!Everything went smoothly, fair price.",04 janvier 2020,5
"Carbrain was great to work with. They were friendly, patient, and informative. I would sell with them again.",04 janvier 2020,5
I give 4 stars because there was a lot of back and forth between us,04 janvier 2020,5
"I had an awesome outcome experience with this company over the phone and in person when they came to get my car,it was no hassle at all and check up forward,I would sell my car to them again and again if I needed to.",04 janvier 2020,4
"They did exactly what they said they would do. Quoted a fair price, showed up within 48 hours with a check.",04 janvier 2020,5
"Before CarBrain, I had a BMW X5 that just was not worth fixing. After CarBrain I had a nice check and a tow truck making it not my problem.",04 janvier 2020,5
"Great service. Quick, fair, and easy to use!",04 janvier 2020,5
The entire process was extremely smooth and I got more than I was expecting for the car!,04 janvier 2020,5
"Easy transaction, they didn’t waste my time rescheduling my pick up appointment. I recommend to others",04 janvier 2020,5
"I am really surprised by the good reviews I am seeing, my experience was just awful. After I accepted my offer I was sent an email that specifically stated the tow company would be contacting me. When this never happened i called carbrain and they told me that the company would not call me, I had to call them. I explained to them that it specifically states on their email that the tow company will contact you, why include that if its not true? Fast forward to two failed attempts at getting the car towed and multiple messages left on various answering machines of various tow companies and this whole experience was a giant flop. Add to that the fact that I had to ask 3 elderly people to have their cars moved because i was waiting for a tow truck that never came. I was finally told the tow company rescheduled without telling me after wasting an ENTIRE day. After weeks of this, I cancelled my lowball offer from carbrain and went ahead with donating my car. Thanks for absolutely nothing but wasted time and inconvenience. I don’t even normally write reviews.",04 janvier 2020,5
"Canceled my order. I am selling to someone else. Their agent had us driving all over town getting things notarized so it could be sold today. All this time I could have been working with someone else. My wife was late to work. I had to cancel other engagements. It was all to work with this guy to get it done. Then, as we were going to finalize, he just dropped off the face of the Earth and apparently went home for the day. I called his ""cell"" line and then the main line 3 times before they closed while waiting for his response. I talked to reps that just said someone would call me. I tried to get a hold of him or anyone that would call me back. No one did even after three attempts over 2 hours before closing. Not acceptable business practice.",04 janvier 2020,5
This company has stepped up to honor their commitment. I would recommend them.,04 janvier 2020,1
the team was very helpful in the process.  thanks,03 janvier 2020,1
Everything was great up until working with the tow truck driver. He ended up being two hours late due to a truck problem.  Did not call to let me know. When he did show up could not tow the car because of the three flat tires on the car. I informed carbrain there were three flat tires but he was unaware. Gave me the check and we went out separate ways.,12 décembre 2019,5
It was fast and easy! From getting a quote to having it get picked up the next couple of days! The quote was also a great price for the condition of my car. I would recommend to anyone who is trying to get rid of an old or broken down car!,07 décembre 2019,5
"From the time I discovered Car Brain, entered the simple information about my 30 year old vehicle, received an offer and accepted it, to, transfer and payment (by check) at the arranged time of pick-up, involved only three days.....  No hassle, no hustle, done. And, I chose to deal with the online DMV Release of Liability myself....quick and easy..",05 décembre 2019,3
